no,username,balance
14581,py-72cc4c5,4118.90
14582,py-ab51d7a,7035.86
14583,py-f80441f,1702.43
14584,py-c4a2151,3336.01
14585,py-6819766,5327.70
14586,py-dfb3863,3861.14
14587,py-928924f,9347.94
14588,py-43d97d9,2361.20
14589,py-ac2ef27,2598.33
14590,py-fc56459,7352.94
14591,py-ada77e9,9754.43
14592,py-c51c55c,8796.04
14593,py-7878b14,6957.91
14594,py-f775ec2,6945.37
14595,py-076d75c,2780.84
14596,py-1a4789e,3350.46
14597,py-1f32d8e,1448.08
14598,py-11add99,7858.97
14599,py-3958bec,9449.67
14600,py-7ab8464,5472.37
14601,py-050b8cb,1571.75
14602,py-2548e0a,5567.15
14603,py-aaa80e8,2564.59
14604,py-f2b4180,1687.59
14605,py-ab11f40,7716.78
14606,py-2f803d2,3735.70
14607,py-598dc7d,2637.68
14608,py-e17d492,351.15
14609,py-198d571,9895.89
14610,py-ac9768a,7835.49
14611,py-ba2c75b,4084.34
14612,py-9fa8928,2641.06
14613,py-254fa76,8797.19
14614,py-988aaaa,7281.69
14615,py-5c3165e,8550.73
14616,py-1852a20,1471.03
14617,py-fb6a253,3218.30
14618,py-030d13e,4348.88
14619,py-6bbd80b,5800.24
14620,py-e626afb,414.33
14621,py-f7ff233,2404.48
14622,py-a1c71b1,9738.00
14623,py-2e3517b,4766.10
14624,py-b95589a,6790.34
14625,py-977a265,1111.82
14626,py-e2521b8,6972.76
14627,py-7247d70,6624.01
14628,py-bf2d393,343.74
14629,py-0c0134e,4839.30
14630,py-f0b875e,9356.32
14631,py-67b3d69,2756.22
14632,py-5e83596,6014.19
14633,py-6349ccd,2646.24
14634,py-54af686,364.98
14635,py-e2299ee,2980.61
14636,py-c5af1df,4336.31
14637,py-18175d2,438.74
14638,py-322d830,1458.28
14639,py-dd41430,1057.75
14640,py-9e0f911,7593.62
14641,py-0e143c3,216.70
14642,py-1be9573,5528.60
14643,py-62ad044,1715.09
14644,py-58c1dba,1048.33
14645,py-93e4d71,7527.03
14646,py-dfc0a2d,5250.81
14647,py-e35284b,5155.47
14648,py-4f86816,4330.95
14649,py-b54a39e,7274.32
14650,py-c0ab525,5026.70
14651,py-6baadc8,2491.86
14652,py-0f3ea48,412.11
14653,py-301af76,416.43
14654,py-bea9981,2662.10
14655,py-0e790c7,7487.88
14656,py-e0ef383,6409.82
14657,py-e3a7c7b,6051.13
14658,py-8a5d325,4000.93
14659,py-607f117,5282.88
14660,py-683c469,3697.60
14661,py-e0c5e4c,6432.75
14662,py-47d3158,502.37
14663,py-ae56929,4846.50
14664,py-0a4037d,936.00
14665,py-54ac2d9,7945.63
14666,py-0df0dbf,396.55
14667,py-28db3b5,8745.24
14668,py-819e2e5,2208.01
14669,py-144b646,5743.00
14670,py-1fd37ce,205.19
14671,py-13f3d8f,6567.02
14672,py-eb844cb,7304.99
14673,py-5f35318,3162.82
14674,py-8239a17,2179.59
14675,py-f7eabb1,973.42
14676,py-8eb0a23,3936.44
14677,py-e5c69c0,9765.80
14678,py-5847ac0,8352.88
14679,py-676bc6c,5560.61
14680,py-f31bad5,2798.82
14681,py-628f7dc,9448.71
14682,py-02c6a2a,3218.17
14683,py-c71c141,7355.32
14684,py-5f7c755,7108.86
14685,py-b8262a2,4192.43
14686,py-b49732e,1063.68
14687,py-99e5a6a,8618.37
14688,py-7573348,9334.64
14689,py-09d0326,4946.62
14690,py-46d3617,2777.31
14691,py-6340831,305.83
14692,py-ae7d9dc,5921.58
14693,py-25989f1,4894.93
14694,py-0806a60,8952.55
14695,py-4662efe,8836.02
14696,py-f74d6ef,4817.45
14697,py-d0ec7de,3543.18
14698,py-d604dd8,8505.59
14699,py-bc08ce9,6944.23
14700,py-f71b273,7599.46
14701,py-744124d,7207.09
14702,py-9f44fde,4166.68
14703,py-244e6b7,7051.96
14704,py-ef1f3fc,116.09
14705,py-38398fa,1673.95
14706,py-8e28c44,6778.62
14707,py-db82295,472.61
14708,py-ba2cf41,2782.17
14709,py-e1b97c7,2640.53
14710,py-fd0844c,5361.54
14711,py-7421d74,4181.71
14712,py-3350101,6194.24
14713,py-2750dc2,7755.57
14714,py-2ee2b71,8609.41
14715,py-c32efcb,8225.00
14716,py-94bdf49,9159.90
14717,py-0563cad,6132.00
14718,py-3f8025f,3208.39
14719,py-3d22f11,6128.64
14720,py-f00b637,3182.92
14721,py-b8b0e04,4565.13
14722,py-e417baa,1569.94
14723,py-c80728a,5896.08
14724,py-b4c174f,450.60
14725,py-ed80be7,4036.45
14726,py-4e79ea6,8535.38
14727,py-494ad0d,5150.98
14728,py-7a1ccfe,5018.96
14729,py-24e709b,2970.91
14730,py-db10579,2698.39
14731,py-d4ff76a,5698.35
14732,py-8f1dd6e,8598.69
14733,py-69c8d2b,4635.32
14734,py-548bada,7888.44
14735,py-291925d,5961.79
14736,py-7101e4d,2402.96
14737,py-7426f79,6231.55
14738,py-60430f4,4932.59
14739,py-9d4f684,2757.85
14740,py-0e0f9e6,7165.96
14741,py-7d2d180,9449.11
14742,py-64cd16e,7062.43
14743,py-846437e,1193.39
14744,py-729db3e,5517.27
14745,py-1ef4c89,4140.81
14746,py-0bb7598,3322.67
14747,py-8860b0b,4034.22
14748,py-98ecba6,7263.13
14749,py-e1dd47c,7946.68
14750,py-c6ae0d3,6935.58
14751,py-efad653,2682.60
14752,py-85ebad9,5728.32
14753,py-926e263,3151.92
14754,py-cb0d6d3,913.80
14755,py-cc8f2e5,7990.91
14756,py-01fd0db,7442.63
14757,py-47f4b63,6392.73
14758,py-f6ad645,1214.86
14759,py-adb015f,6754.55
14760,py-d45b6d9,9762.13
14761,py-ad10089,224.86
14762,py-93bb49e,3421.69
14763,py-2fe37bd,9236.59
14764,py-885ca3d,2673.21
14765,py-5554fc7,2381.55
14766,py-af3b093,9691.00
14767,py-c84f1f1,5088.18
14768,py-1dfd06d,7690.42
14769,py-a1f69f6,2637.91
14770,py-6346db6,661.09
14771,py-ea3e4eb,6473.59
14772,py-91d5e7c,322.91
14773,py-4c9d05e,7551.19
14774,py-b29e1ba,8486.79
14775,py-bf0a8e1,7875.02
14776,py-67d4b0e,7763.42
14777,py-bd69a68,7389.37
14778,py-9167d31,6269.97
14779,py-0fa0a36,3361.29
14780,py-2c96228,2392.81
14781,py-215276b,6123.61
14782,py-2405667,2456.60
14783,py-7a60da1,2076.10
14784,py-0201310,3116.56
14785,py-b04f44e,3206.97
14786,py-b27a5a5,991.17
14787,py-b65ed38,440.91
14788,py-c322182,2435.72
14789,py-4ebe7c5,8921.42
14790,py-f26990c,4972.33
14791,py-874dc8c,2985.91
14792,py-1a4a5f8,7324.20
14793,py-6c2665d,870.45
14794,py-f942c03,527.67
14795,py-9affca0,1843.60
14796,py-8c9b058,4535.12
14797,py-5388528,5261.09
14798,py-c1f901c,2469.91
14799,py-8e3e592,8717.48
14800,py-6c2de35,4868.81
14801,py-209dc87,4969.53
14802,py-29ddf74,7199.46
14803,py-7ce96e6,3968.31
14804,py-67738a8,7268.92
14805,py-ce2f2c5,7296.17
14806,py-da16089,9572.54
14807,py-e240e7d,4734.44
14808,py-2c00306,1287.33
14809,py-4042d0c,976.36
14810,py-ca2d05e,7352.12
14811,py-2e11fe8,7062.19
14812,py-d8fa522,8667.92
14813,py-86b901f,8381.79
14814,py-173e261,3033.52
14815,py-e149052,7102.23
14816,py-f663b8c,7988.75
14817,py-90e08c6,9727.48
14818,py-ae0de04,4109.46
14819,py-a35e2f4,346.76
14820,py-3d4233a,9748.93
14821,py-00b5d26,1805.72
14822,py-7006bc5,1632.92
14823,py-24e6e67,1963.34
14824,py-69650a6,6885.74
14825,py-722fd8c,2877.12
14826,py-58eaa69,2535.01
14827,py-fb50ef2,788.13
14828,py-544a66d,5169.49
14829,py-fc0fef6,5098.90
14830,py-e798a0d,7491.84
14831,py-7b6973d,4082.40
14832,py-669ea75,2582.98
14833,py-eabeed7,8988.04
14834,py-5c71dd7,1149.62
14835,py-8e60cfb,831.01
14836,py-d16c8f1,3016.58
14837,py-b619892,2106.28
14838,py-4f6aea3,8034.79
14839,py-f4e3432,6077.51
14840,py-a2a394d,7234.78
14841,py-2aca752,8532.78
14842,py-8aad11a,4474.60
14843,py-3d111e3,703.72
14844,py-b91c714,9278.82
14845,py-ea9b6cd,5215.63
14846,py-1ac4dbd,1692.28
14847,py-2c7c8ec,1392.63
14848,py-1392a70,2512.42
14849,py-f25c6ac,4749.53
14850,py-db0d496,7065.66
14851,py-c334ba6,4881.12
14852,py-839541b,9261.56
14853,py-2d2c18c,781.39
14854,py-70522cd,6792.15
14855,py-0f0e0dd,1449.70
14856,py-b050b09,9630.85
14857,py-17440cb,3872.31
14858,py-ffdc7fa,8253.28
14859,py-c064251,3842.76
14860,py-2d6f064,6453.27
14861,py-7274f01,2249.00
14862,py-524e30e,6363.72
14863,py-abe6f17,3944.68
14864,py-e2cc88b,4478.36
14865,py-305ec2f,968.29
14866,py-4b77dd4,1942.18
14867,py-c113d49,437.08
14868,py-f277335,6749.63
14869,py-14d2bc4,9030.97
14870,py-1d7466d,7647.41
14871,py-55e71b4,7929.01
14872,py-a598e7d,4262.45
14873,py-c9de64b,5904.27
14874,py-b23f2a9,2083.49
14875,py-5cbd833,4001.84
14876,py-94bd3f4,1235.42
14877,py-201ecef,3891.43
14878,py-0ee8b1e,5993.17
14879,py-e98549a,9375.42
14880,py-5d252ff,4923.01
14881,py-41069c8,3417.40
14882,py-a8feb0f,2079.41
14883,py-c22f802,1212.78
14884,py-2705e8f,5924.44
14885,py-608c528,4515.22
14886,py-9c7f9ec,3288.35
14887,py-df6af7a,3665.18
14888,py-b6090cd,6305.16
14889,py-ab0590a,8086.42
14890,py-10c91cb,858.19
14891,py-09a7ae5,6951.21
14892,py-13d7a90,7537.66
14893,py-b6b7752,3561.54
14894,py-d7c603d,6441.04
14895,py-5f1d704,5713.11
14896,py-00755a5,4461.23
14897,py-1e12763,3983.02
14898,py-722bdeb,926.67
14899,py-0d761a2,1157.35
14900,py-831afb1,9937.22
14901,py-3d6df9d,6457.23
14902,py-2b662c2,2121.07
14903,py-f5e11aa,4028.34
14904,py-d51f8f2,8575.09
14905,py-ee0f002,8710.08
14906,py-af7f963,7152.56
14907,py-3bd00b1,3823.00
14908,py-6eea81f,7946.19
14909,py-f8b6494,4906.67
14910,py-c2d8900,3811.87
14911,py-01c8a64,1599.34
14912,py-b7a09dc,3070.46
14913,py-c06b57c,3939.16
14914,py-d41b542,7242.57
14915,py-ec9b606,1827.08
14916,py-00b99e8,328.30
14917,py-9f9e0c0,7414.14
14918,py-f5dd07d,6527.43
14919,py-b156769,8971.65
14920,py-d4aac89,8045.62
14921,py-d3989fd,2041.44
14922,py-3895c46,4327.07
14923,py-710ba4b,2651.05
14924,py-8e269c8,511.37
14925,py-ef8051c,7884.98
14926,py-490efb6,1960.38
14927,py-01741e5,2754.64
14928,py-79f5392,8596.29
14929,py-5243958,2334.24
14930,py-2109366,9241.51
14931,py-f5b0e51,2017.13
14932,py-c08ae30,3008.26
14933,py-8d8875e,8984.16
14934,py-3041b62,6048.26
14935,py-5e2020a,295.60
14936,py-500d2e6,589.26
14937,py-129d98d,6286.15
14938,py-a9fd61f,644.80
14939,py-435ad9b,2789.13
14940,py-01de4c2,6016.49
14941,py-2419822,372.69
14942,py-4e292a0,8531.21
14943,py-3ee9904,7395.96
14944,py-fc32f8c,8394.06
14945,py-d9968e2,6471.71
14946,py-15bc005,7401.19
14947,py-6a600c9,7203.54
14948,py-ca2269a,9989.97
14949,py-52a8ed6,6223.32
14950,py-ce2b18d,391.44
14951,py-b47a38d,4668.07
14952,py-71def22,8746.31
14953,py-8bf2aed,7476.46
14954,py-3fe89c9,8643.93
14955,py-743db4b,9403.58
14956,py-e77db99,8025.99
14957,py-ff96971,6719.08
14958,py-a8bfe36,4977.67
14959,py-13ab292,2695.48
14960,py-4fc5e22,4651.26
14961,py-8e9cd83,9957.60
14962,py-e74c628,8931.11
14963,py-607f706,1532.29
14964,py-8c741db,4020.75
14965,py-22ee645,7884.97
14966,py-996e38c,7129.48
14967,py-1ee8c13,5503.72
14968,py-91e480d,746.95
14969,py-b0a939d,9784.90
14970,py-fc8956a,7800.41
14971,py-54c024d,3287.54
14972,py-7d5a3c2,9447.32
14973,py-5ca1b0a,1673.75
14974,py-5208093,8589.79
14975,py-e6f9f20,942.22
14976,py-138c476,3999.64
14977,py-e8f6cc2,8976.96
14978,py-fa7410d,2882.74
14979,py-207f170,1877.21
14980,py-4e12250,5250.22
14981,py-ae0720d,6700.34
14982,py-466e695,3088.92
14983,py-ce6f311,7185.73
14984,py-d8a7031,9374.90
14985,py-88150b9,4380.63
14986,py-a2bb46e,2013.98
14987,py-1b38cc0,3553.48
14988,py-6b339b7,5838.57
14989,py-0b49b88,6291.31
14990,py-1b59164,3398.09
14991,py-ddd6bac,6484.34
14992,py-88f64d6,8162.08
14993,py-9d83eca,206.57
14994,py-11734c6,1941.46
14995,py-c8a504a,1621.49
14996,py-cc535d6,4943.10
14997,py-ebd74b9,860.71
14998,py-21c1da8,5828.83
14999,py-3493d96,537.18
15000,py-3f74a88,3069.78
15001,py-8bd045c,8240.70
15002,py-5496f40,7754.95
15003,py-c7410e5,7285.50
15004,py-780bc6c,904.30
15005,py-f4adf97,773.79
15006,py-4a7ad6a,1085.63
15007,py-ffcdeff,149.95
15008,py-7448bfb,514.58
15009,py-4252db6,8148.53
15010,py-0b70b95,2938.87
15011,py-21bf783,6930.04
15012,py-f8e8b1f,5081.52
15013,py-d8d3a2d,2063.60
15014,py-2bf620c,1885.84
15015,py-bd0ad1a,6164.29
15016,py-7f808f3,5436.89
15017,py-db923d7,6789.18
15018,py-258a410,3671.33
15019,py-9841401,5912.85
15020,py-3112307,1123.79
15021,py-5da3225,3626.36
15022,py-86b83f4,1037.61
15023,py-09ee0d0,6241.40
15024,py-1c09cec,1444.77
15025,py-f9470a9,5151.89
15026,py-bfdbc88,3832.31
15027,py-fe5b1e8,7559.50
15028,py-d8adc4c,8091.42
15029,py-f4cf6b2,9206.43
15030,py-33de4c7,6961.93
15031,py-6bfe6de,2352.11
15032,py-8a09e81,3276.29
15033,py-6c11cb7,191.06
15034,py-ae8e20f,6282.44
15035,py-d16c19f,5708.28
15036,py-07e8b47,7555.67
15037,py-856490a,9925.12
15038,py-2b1ca7b,3791.04
15039,py-301c8eb,4454.51
15040,py-73c8e84,5276.90
15041,py-549d841,1871.87
15042,py-fbf8ca4,4617.38
15043,py-20e169b,2149.62
15044,py-b24b181,2323.27
15045,py-fc42bad,9096.90
15046,py-d0ae1e3,6196.13
15047,py-f8b1859,4518.36
15048,py-77a44d5,8295.57
15049,py-71e8991,2441.66
15050,py-cf57d08,8080.86
15051,py-206f6a7,9426.07
15052,py-c932714,5434.26
15053,py-4734841,7298.30
15054,py-d9a8490,856.80
15055,py-9b71706,1933.32
15056,py-4195cac,4187.23
15057,py-aa404d0,4486.91
15058,py-e634932,5243.87
15059,py-fb49c7f,5206.22
15060,py-0b7e260,2982.56
15061,py-0783683,495.20
15062,py-d521502,4238.24
15063,py-f39f6f5,9504.49
15064,py-3e3735f,2480.76
15065,py-668f514,8764.19
15066,py-141c3ff,1392.07
15067,py-6c2962f,6898.26
15068,py-e3d2b39,785.47
15069,py-45e1ef0,8819.35
15070,py-a083243,5000.29
15071,py-81616e9,9815.15
15072,py-0a90e49,744.53
15073,py-a122a34,161.40
15074,py-7a35f9c,2072.22
15075,py-a0fdfd6,9431.59
15076,py-c1cca9b,7018.91
15077,py-0a15350,8600.34
15078,py-d76d3d7,4723.81
15079,py-cadc05a,9040.14
15080,py-4b5739d,1914.30
15081,py-324d637,2591.52
15082,py-12cfbd8,2032.25
15083,py-05a8f63,2987.81
15084,py-14b9b4f,7102.07
15085,py-be1bfa4,5471.31
15086,py-882137f,3533.19
15087,py-3dba880,3075.31
15088,py-6483a59,1461.67
15089,py-af070ab,1383.42
15090,py-0f2cdab,4914.41
15091,py-21f08cc,1231.24
15092,py-fa522ed,1095.56
15093,py-5989623,6125.00
15094,py-b55d83c,538.76
15095,py-b165baf,6042.94
15096,py-07193c4,8854.79
15097,py-ee0f34b,5892.92
15098,py-a3782ef,9627.32
15099,py-da353f4,3711.61
15100,py-845ce31,3082.29
15101,py-0bbfd30,3965.97
15102,py-575dc11,8169.36
15103,py-a3cdf7c,3702.93
15104,py-c131278,4526.46
15105,py-b72809a,6575.93
15106,py-314482e,7579.18
15107,py-25b9dc0,7088.05
15108,py-c441b77,1309.93
15109,py-ed9cfb0,2292.81
15110,py-777125b,7963.96
15111,py-50d7f99,4250.16
15112,py-ac90970,479.91
15113,py-15fd459,7919.75
15114,py-45d0bb4,6728.00
15115,py-09ff536,9225.70
15116,py-4042e99,7604.60
15117,py-13da219,2173.15
15118,py-9dd943b,8423.12
15119,py-bd2ded9,8207.58
15120,py-590fcad,164.54
15121,py-b912bf4,4276.92
15122,py-6e0a4f9,4046.14
15123,py-37c764e,3132.07
15124,py-363b688,1737.25
15125,py-29babce,4641.74
15126,py-e262bb9,4284.74
15127,py-03e17db,7270.01
15128,py-05e51be,1358.18
15129,py-cfa31d8,7735.45
15130,py-4450058,8174.29
15131,py-9e0151c,3035.42
15132,py-25e828a,3733.19
15133,py-a47ad72,9155.84
15134,py-ddec934,9883.46
15135,py-8856638,2526.66
15136,py-b951192,1321.96
15137,py-7693150,602.43
15138,py-cb3e687,4491.03
15139,py-4217ec5,5892.81
15140,py-ee3bf29,919.11
15141,py-124243d,202.07
15142,py-4856470,3141.27
15143,py-c63ae1d,9378.22
15144,py-372de59,754.76
15145,py-c52dc29,276.20
15146,py-ea9fb58,7539.24
15147,py-62519b8,6990.28
15148,py-ca889fd,9296.96
15149,py-4584786,5400.91
15150,py-ce3b550,200.23
15151,py-49d26be,516.60
15152,py-dff4ba6,8877.99
15153,py-9160242,7080.36
15154,py-991c095,5013.03
15155,py-f553238,7228.77
15156,py-0f0c453,7372.12
15157,py-f07bdaf,6950.40
15158,py-b555da9,8461.61
15159,py-ff2fd34,6116.88
15160,py-9974408,1517.04
15161,py-a16c4fc,8504.13
15162,py-957d6e0,2706.26
15163,py-413333e,6411.44
15164,py-a7ef127,492.15
15165,py-90ecce8,9343.18
15166,py-1b8df7d,6795.11
15167,py-9e57f78,4887.53
15168,py-a25067c,942.77
15169,py-0d906a3,4620.96
15170,py-1352d2e,586.86
15171,py-126548d,5601.79
15172,py-406c841,9065.27
15173,py-30fdec7,9331.62
15174,py-1a3d6a5,2902.86
15175,py-f540b5a,2384.67
15176,py-3d76cc2,741.24
15177,py-46c5976,4786.48
15178,py-21278ba,9428.19
15179,py-922f33c,5041.44
15180,py-5070c86,8845.94
15181,py-0e87de4,9211.52
15182,py-cd9dee2,5996.62
15183,py-cd14d7e,501.48
15184,py-1264dbe,9718.20
15185,py-e38c9a9,5764.16
15186,py-5b3b3e5,1242.90
15187,py-9569368,6250.40
15188,py-8a20d7c,372.43
15189,py-a728056,8936.98
15190,py-b327c02,3573.19
15191,py-c7174a5,590.78
15192,py-182340c,2608.58
15193,py-25e646d,1612.39
15194,py-3b93d91,7125.17
15195,py-59b109c,6766.86
15196,py-973cf0f,9986.02
15197,py-cdeb62c,3069.99
15198,py-d8e1d50,6423.07
15199,py-21928ed,8682.09
15200,py-b1370fc,2776.66
15201,py-7c7b23f,2213.61
15202,py-e65d4c4,5437.87
15203,py-614416c,8806.85
15204,py-80ef6a7,6594.08
15205,py-5ea7639,5004.39
15206,py-99927ed,3197.79
15207,py-b5e9346,6564.13
15208,py-3ce3bd3,2254.42
15209,py-60dfd04,3556.48
15210,py-8427220,8996.01
15211,py-36ac2b5,3538.14
15212,py-443934c,868.04
15213,py-05f7136,5485.59
15214,py-8a28610,5305.38
15215,py-1efecd1,3490.62
15216,py-7afe9aa,5018.64
15217,py-7c8ba69,1737.59
15218,py-6f3ebe4,7094.86
15219,py-09b35ad,4092.57
15220,py-ccea163,2248.21
15221,py-57b33ae,3370.33
15222,py-7d4a769,7016.34
15223,py-853125f,1027.52
15224,py-ebae5f8,2754.34
15225,py-7c72900,2223.93
15226,py-d31deb8,4705.40
15227,py-16db016,2043.08
15228,py-428365d,2213.52
15229,py-bbdba25,6406.53
15230,py-17d079a,3940.93
15231,py-89b3f52,554.34
15232,py-66d6549,8288.59
15233,py-87a7f63,9901.46
15234,py-3dcf9c4,3768.65
15235,py-8d80b95,2118.75
15236,py-0cf5d42,9165.91
15237,py-60eb67d,2731.16
15238,py-e339e9f,6770.03
15239,py-02c9aaa,943.90
15240,py-0c1afc0,4122.72
15241,py-a3149b4,6812.18
15242,py-3721e4f,7485.30
15243,py-2e310f2,5115.08
15244,py-4c1062c,1185.00
15245,py-772d316,6193.69
15246,py-79e10a2,6465.32
15247,py-5e84f63,3146.95
15248,py-7d8d391,236.09
15249,py-eef76d7,438.65
15250,py-14b7500,4468.99
15251,py-fb506ff,2857.36
15252,py-090afe0,9492.44
15253,py-fe373c9,5462.62
15254,py-375016b,9427.72
15255,py-13d4bfa,3549.79
15256,py-ebd75b8,3381.35
15257,py-b20c50c,4458.99
15258,py-10d4b36,9315.46
15259,py-e3d389e,1713.66
15260,py-4e4f880,9466.61
15261,py-1d72d06,8331.93
15262,py-19c81dd,1910.09
15263,py-c018ae0,3843.29
15264,py-ce738ad,7557.38
15265,py-987ecf1,9275.45
15266,py-2f4e2fe,4824.42
15267,py-ac411f9,9291.03
15268,py-5108e04,8966.29
15269,py-2fc02e9,4833.63
15270,py-e14c38b,7157.41
15271,py-2a174f9,2729.19
15272,py-0fcbc3c,3990.04
15273,py-2e64b43,4519.46
15274,py-45d5c43,2566.46
15275,py-7837894,8419.45
15276,py-e0a4794,9342.60
15277,py-971bbe9,6767.86
15278,py-6c4017c,231.85
15279,py-083ae7e,6760.96
15280,py-0736e8d,4377.51
15281,py-e770aa8,8479.52
15282,py-35068fb,2144.68
15283,py-a80ff02,6145.30
15284,py-66a1942,5015.91
15285,py-b4930ad,8585.32
15286,py-865e434,7019.98
15287,py-d9a8c56,1548.71
15288,py-a754fc1,2897.42
15289,py-2262f6b,7067.71
15290,py-1fb5e72,5547.90
15291,py-fa93e55,1359.66
15292,py-cfc3492,1053.06
15293,py-a24bec8,241.92
15294,py-2ebb6c0,7264.05
15295,py-17b5259,3823.24
15296,py-848474d,8707.27
15297,py-666448e,7788.70
15298,py-71e10dc,4912.17
15299,py-b997d40,3550.25
15300,py-266ccf2,8853.10
15301,py-dbb77b6,1545.94
15302,py-a7e0093,5737.23
15303,py-7e4429b,9259.76
15304,py-a415a61,6267.44
15305,py-1bab3ee,4369.41
15306,py-3fc7036,9697.46
15307,py-5798df7,7130.65
15308,py-a2fe4a2,3167.85
15309,py-4e6934f,7865.42
15310,py-83737bd,7559.30
15311,py-e3d3df4,1758.44
15312,py-09f6f87,827.26
15313,py-43303a6,8736.87
15314,py-e151724,9423.75
15315,py-83ab0b1,6864.93
15316,py-0a94234,4748.40
15317,py-be5acb7,4501.66
15318,py-3be1e43,8370.99
15319,py-786e9ac,2464.91
15320,py-f9bd58e,8647.17
15321,py-d508196,9691.09
15322,py-fe184ec,7346.59
15323,py-8858359,9582.36
15324,py-cc6b49d,406.65
15325,py-fba5064,1572.00
15326,py-b762a19,9244.33
15327,py-7dc5541,5140.76
15328,py-3700754,9749.53
15329,py-d3b0ccb,8593.55
15330,py-acf7e77,7662.99
15331,py-3349958,1629.98
15332,py-3259448,5846.51
15333,py-91bfebe,517.94
15334,py-6000db4,6666.01
15335,py-1c2b4df,653.36
15336,py-f320942,255.78
15337,py-85faaa6,4632.16
15338,py-50075d2,3626.83
15339,py-745632d,8960.49
15340,py-e82bd52,1559.66
15341,py-417d74e,2762.75
15342,py-ddabb25,905.56
15343,py-88cd5f0,6366.73
15344,py-e3a12e1,5410.96
15345,py-8ec7ff1,5071.47
15346,py-7de504c,8843.26
15347,py-437d432,6984.41
15348,py-3517fa4,6264.30
15349,py-a5211cd,9665.99
15350,py-0a409f6,1874.72
15351,py-94f338f,4436.44
15352,py-d71abbc,628.49
15353,py-5785c36,4462.10
15354,py-e1740c5,7302.72
15355,py-dd4e40c,4657.90
15356,py-bda989b,5880.56
15357,py-a21852b,9156.77
15358,py-fdac69c,8701.43
15359,py-54bca82,8656.70
15360,py-320bc51,9799.47
15361,py-7259202,7441.16
15362,py-f514659,8303.28
15363,py-a23eabd,1805.32
15364,py-7a50f77,738.28
15365,py-4cf54a3,573.22
15366,py-fc73483,3578.58
15367,py-3581645,5797.13
15368,py-9de4589,1648.94
15369,py-ba1ccf0,5362.00
15370,py-6eae177,7359.51
15371,py-583ec29,195.45
15372,py-9f3ad7a,4300.62
15373,py-7e77e4a,5201.43
15374,py-acf73df,4751.67
15375,py-73926ad,5579.88
15376,py-4766154,3222.62
15377,py-216965b,5023.71
15378,py-fcc5b72,1370.86
15379,py-0b0805c,7361.11
15380,py-673b0a8,6216.37
15381,py-e92c58a,2445.22
15382,py-b33ab78,4586.78
15383,py-bc6249a,1364.87
15384,py-bad4539,4222.63
15385,py-f4cc4b9,8870.42
15386,py-fed2feb,713.56
15387,py-2ef6b53,1899.97
15388,py-449ef87,5093.43
15389,py-713586f,3447.62
15390,py-33169e6,2765.77
15391,py-0b8bece,8213.55
15392,py-03931ca,7900.39
15393,py-0db1abb,299.08
15394,py-16449cd,4874.23
15395,py-0e2e84a,1077.60
15396,py-5b46370,1163.70
15397,py-8e452e7,9304.93
15398,py-5edba33,2785.83
15399,py-00f842e,9817.28
15400,py-a3014fc,7186.07
15401,py-52aee03,4011.72
15402,py-91002ec,2216.44
15403,py-f0a272c,5971.28
15404,py-f310206,8076.76
15405,py-6a80fc9,3033.83
15406,py-86877d2,5222.14
15407,py-a3e1410,496.21
15408,py-ea1f399,5599.36
15409,py-ecee8e3,4946.30
15410,py-62edad6,2120.71
15411,py-8955695,9995.35
15412,py-c719468,9856.76
15413,py-a0e6746,6698.79
15414,py-7b7324f,6601.76
15415,py-a59a9c2,2020.66
15416,py-5658eb3,8273.72
15417,py-0215373,2194.13
15418,py-484a224,2246.01
15419,py-64ee1a3,9783.18
15420,py-feac4a1,1191.55
15421,py-c73ff6d,959.01
15422,py-76f3763,9017.85
15423,py-4f47f68,9954.23
15424,py-d820bff,5340.51
15425,py-13d8571,1234.88
15426,py-b156224,7552.03
15427,py-07b9584,8402.15
15428,py-5d4d48d,9068.42
15429,py-08c3f0a,3708.46
15430,py-2326409,6049.07
15431,py-79705d7,9081.35
15432,py-94f491d,4638.53
15433,py-963859b,7741.86
15434,py-aaf9290,1016.15
15435,py-391f63b,7315.16
15436,py-0fe8cb4,6328.33
15437,py-f02b315,8978.91
15438,py-a725c77,6229.92
15439,py-65dfa16,6986.86
15440,py-379d08c,2528.07
15441,py-95ce3f8,569.98
15442,py-579bb1d,1365.85
15443,py-cd081ee,8733.08
15444,py-547a5a5,7243.03
15445,py-9759e4a,1911.61
15446,py-ea6df52,3243.79
15447,py-e5fbd28,535.77
15448,py-349f259,6547.79
15449,py-3a6dbc0,5966.43
15450,py-90e2217,7465.29
15451,py-231f523,5675.88
15452,py-46c3b2e,1454.06
15453,py-273928c,826.83
15454,py-05da33e,4947.47
15455,py-2221012,3506.89
15456,py-cbb3595,8346.03
15457,py-72d5065,4263.15
15458,py-226cbfc,2444.76
15459,py-9a7e4d0,1938.79
15460,py-d530782,3369.78
15461,py-c8ee2cc,1911.65
15462,py-3aca6cc,1455.95
15463,py-0f0dd05,847.44
15464,py-163eed7,4542.20
15465,py-7c3b08f,4461.99
15466,py-5b46343,7938.87
15467,py-204e8ec,9293.95
15468,py-d98fe21,6190.16
15469,py-8003c8c,7752.88
15470,py-e573249,5616.35
15471,py-2aeb1a8,4380.27
